
Discriminative Training of RAT-SPNs on mnist

python train_rat_spn.py --store_best_valid_loss --store_best_valid_acc --num_epochs 15 --timeout_seconds 42899.99995422363 --split_depth 1 --data_path data/mnist/ --num_input_distributions 5 --num_recursive_splits 5 --num_sums 10 --dropout_rate_input 0.5 --dropout_rate_sums 0.5 --result_path quick_results/ratspn/mnist/split_depth_1__num_input_distributions_5__num_recursive_splits_5__num_sums_10__dropout_rate_input_0.5__dropout_rate_sums_0.5
2021-11-27 20:46:07.035351: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory
2021-11-27 20:46:07.035409: I tensorflow/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
WARNING:tensorflow:From /home/spawar/anaconda3/lib/python3.8/site-packages/tensorflow/python/compat/v2_compat.py:101: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
WARNING:tensorflow:From /home/spawar/Desktop/RAT_SPN/models/RatSpn.py:220: calling TruncatedNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2021-11-27 20:46:11.979129: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcuda.so.1'; dlerror: libcuda.so.1: cannot open shared object file: No such file or directory
2021-11-27 20:46:11.979178: W tensorflow/stream_executor/cuda/cuda_driver.cc:269] failed call to cuInit: UNKNOWN ERROR (303)
2021-11-27 20:46:11.979208: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:156] kernel driver does not appear to be running on this host (makalu.cs.uga.edu): /proc/driver/nvidia/version does not exist
2021-11-27 20:46:11.979790: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
GPU_fraction: 1.0
batch_size: 100
data_path: data/mnist/
data_set: mnist
discrete_leaves: False
dropout_rate_input: 0.5
dropout_rate_sums: 0.5
gauss_isotropic: True
gauss_max_var: 1.0
gauss_min_var: 1.0
kappa_discriminative: 1.0
lambda_discriminative: 1.0
learning_rate_decay: 0.97
low_variance_threshold: 0.001
model_description_file: None
model_init_file: None
no_save: False
normalization: zmuv
normalized_sums: True
num_epochs: 15
num_input_distributions: 5
num_recursive_splits: 5
num_states: 2
num_sums: 10
optimizer: adam
provided_learning_rate: 0.001
result_path: quick_results/ratspn/mnist/split_depth_1__num_input_distributions_5__num_recursive_splits_5__num_sums_10__dropout_rate_input_0.5__dropout_rate_sums_0.5
split_depth: 1
store_best_valid_acc: True
store_best_valid_loss: True
store_model_every_epochs: 5
store_model_max: 1
timeout_safety_seconds: 0.0
timeout_seconds: 42899.99995422363
zmuv_min_sigma: 0.001

Layer: Gaussian
   Num Tensors: 10
   Num Nodes:   50
Layer: product
   Num Tensors: 5
   Num Nodes:   125
Layer: sum
   Num Tensors: 1
   Num Nodes:   10

num params: 16976
start training
epoch: 0[1, 0.00100]   CE: 2.30322   nll: 0.71448   negmargin: 0.10617   loss: 2.30322   time: 0.56058
epoch: 0[11, 0.00100]   CE: 2.25178   nll: 0.70852   negmargin: 0.06218   loss: 2.25178   time: 0.72520
epoch: 0[21, 0.00100]   CE: 2.25218   nll: 0.79102   negmargin: 0.06987   loss: 2.25218   time: 0.88866
epoch: 0[31, 0.00100]   CE: 2.21956   nll: 0.71751   negmargin: 0.04072   loss: 2.21956   time: 1.05278
epoch: 0[41, 0.00100]   CE: 2.17919   nll: 0.69059   negmargin: 0.01094   loss: 2.17919   time: 1.21886
epoch: 0[51, 0.00100]   CE: 2.14877   nll: 0.65230   negmargin: -0.01720   loss: 2.14877   time: 1.38341
epoch: 0[61, 0.00100]   CE: 2.12145   nll: 0.69640   negmargin: -0.02705   loss: 2.12145   time: 1.54685
epoch: 0[71, 0.00100]   CE: 2.08280   nll: 0.72242   negmargin: -0.03044   loss: 2.08280   time: 1.71219
epoch: 0[81, 0.00100]   CE: 2.00131   nll: 0.66823   negmargin: -0.07839   loss: 2.00131   time: 1.87512
epoch: 0[91, 0.00100]   CE: 1.99614   nll: 0.76584   negmargin: -0.06836   loss: 1.99614   time: 2.03965
epoch: 0[101, 0.00100]   CE: 1.97495   nll: 0.69281   negmargin: -0.06721   loss: 1.97495   time: 2.20309
epoch: 0[111, 0.00100]   CE: 1.92836   nll: 0.66141   negmargin: -0.07072   loss: 1.92836   time: 2.36701
epoch: 0[121, 0.00100]   CE: 1.87383   nll: 0.72706   negmargin: -0.13450   loss: 1.87383   time: 2.53259
epoch: 0[131, 0.00100]   CE: 1.85102   nll: 0.68269   negmargin: -0.15245   loss: 1.85102   time: 2.70079
epoch: 0[141, 0.00100]   CE: 1.86880   nll: 0.69874   negmargin: -0.08276   loss: 1.86880   time: 2.86555
epoch: 0[151, 0.00100]   CE: 1.77097   nll: 0.76403   negmargin: -0.20247   loss: 1.77097   time: 3.02930
epoch: 0[161, 0.00100]   CE: 1.74552   nll: 0.68892   negmargin: -0.20563   loss: 1.74552   time: 3.19386
epoch: 0[171, 0.00100]   CE: 1.71779   nll: 0.66968   negmargin: -0.20307   loss: 1.71779   time: 3.35781
epoch: 0[181, 0.00100]   CE: 1.66001   nll: 0.69849   negmargin: -0.27550   loss: 1.66001   time: 3.52440
epoch: 0[191, 0.00100]   CE: 1.72043   nll: 0.73087   negmargin: -0.18828   loss: 1.72043   time: 3.68717
epoch: 0[201, 0.00100]   CE: 1.67968   nll: 0.67203   negmargin: -0.25627   loss: 1.67968   time: 3.85120
epoch: 0[211, 0.00100]   CE: 1.71539   nll: 0.68702   negmargin: -0.16405   loss: 1.71539   time: 4.01383
epoch: 0[221, 0.00100]   CE: 1.59049   nll: 0.67668   negmargin: -0.32705   loss: 1.59049   time: 4.17749
epoch: 0[231, 0.00100]   CE: 1.54423   nll: 0.66854   negmargin: -0.36930   loss: 1.54423   time: 4.33881
epoch: 0[241, 0.00100]   CE: 1.50669   nll: 0.67363   negmargin: -0.38188   loss: 1.50669   time: 4.50075
epoch: 0[251, 0.00100]   CE: 1.55815   nll: 0.72330   negmargin: -0.30732   loss: 1.55815   time: 4.66436
epoch: 0[261, 0.00100]   CE: 1.48356   nll: 0.70135   negmargin: -0.41672   loss: 1.48356   time: 4.82783
epoch: 0[271, 0.00100]   CE: 1.46322   nll: 0.67687   negmargin: -0.44103   loss: 1.46322   time: 4.99110
